id,text,length,races,difficulty_rating,top_score,top_100,average,active_since,top_score_user
4940076,"It was dim inside, with a damp coolness that slowly dispelle...",204,740,0.877,216.89,119.08,74.2,2021-07-01,joshua728
4940077,Just as you can never guarantee that the person you like wil...,412,826,1.055,223.04,144.98,96.72,2021-07-01,joshua728
4940078,And with her he had found the light. He had discovered the s...,595,696,1.043,223.61,145.13,95.73,2021-07-01,joshua728
4940079,"Closure comes from knowing ourselves, knowing our worth, and...",390,864,1.053,235.61,146.59,92.13,2021-07-01,joshua728
4940080,"You know, to love the wrong person or to be obsessed with so...",404,884,1.043,222.98,148.79,93.84,2021-07-01,joshua728
4940081,"It's not her shape, her face, or her hair that makes her bea...",253,884,1.037,235.18,138.98,89.1,2021-07-01,joshua728
4940082,I know that I need to close the door and accept that my love...,167,396,1.071,269.1,122.91,80.65,2021-07-04,joshua728
4940083,"Well Homer, maybe you can take some consolation in the fact ...",282,767,0.933,218.46,128.09,79.83,2021-07-01,joshua728
4940084,"My good man, did you simply get carried away with your drama...",131,167,1.026,225.64,98.13,77.01,2021-07-01,joshua728
4940085,And all you touch and all you see is all your life will ever...,64,1019,1.364,275.96,207.95,140.81,2021-07-01,joshua728
4940086,Over shadowy spires and gleaming towers lay the ghostly dark...,547,557,0.918,220.72,124.65,82.91,2021-07-01,joshua728
4940087,"The list of people I will miss, if the dead can miss anyone,...",443,729,1.022,226.55,141.77,94.62,2021-07-01,joshua728
4940088,"When religion and politics travel in the same cart, the ride...",301,877,1.043,232.82,148.92,92.02,2021-07-01,joshua728
4940089,Sergei the Significant and four of his five teammates were l...,262,767,0.938,224.22,129.16,80.4,2021-07-01,joshua728
4940090,No man has the right to be an amateur in the matter of physi...,178,431,1.055,240.87,110.85,74.96,2021-07-01,joshua728
4940091,Aggressive behavior in domestic dogs is an issue that has lo...,431,741,0.993,219.22,137.0,90.3,2021-07-01,joshua728
4940092,"Destiny is a gift. Some go their entire lives, living existe...",398,727,0.991,224.16,133.32,86.86,2021-07-01,joshua728
4940093,"The truth is, war never changes. It's exactly the same, no m...",330,755,0.975,212.95,134.51,84.86,2021-07-01,joshua728
4940094,"We the people of the United States, in order to form a more ...",327,743,0.952,179.98,129.02,82.96,2021-07-01,joshua728
4940095,The spiritual world and the physical world are constantly in...,270,811,1.003,226.15,138.94,86.01,2021-07-01,joshua728
4940096,"The wretchedness of slavery, and the blessedness of freedom,...",311,689,0.907,191.65,124.6,79.93,2021-07-01,joshua728
4940097,"The English have thousands of Welsh longbowmen, hundreds of ...",316,706,0.936,217.42,126.18,82.51,2021-07-01,joshua728
4940098,Maybe there isn't such a thing as fate. Maybe it's just the ...,218,912,1.034,222.13,149.09,89.6,2021-07-01,joshua728
4940099,Hate and love are two sides of the same coin. It's like a fi...,174,370,0.971,239.97,103.74,72.8,2021-07-01,joshua728
4940100,If it's possible for us to present them with the correct ans...,276,1015,1.132,235.58,159.22,98.63,2021-07-01,joshua728
4940101,This had nothing to do with you lacking in spirit or your fe...,255,906,1.033,242.26,156.88,93.46,2021-07-01,joshua728
4940102,"In Evanston, Illinois, in 1875, a law was passed forbidding ...",424,527,0.872,216.38,117.92,80.39,2021-07-01,joshua728
4940103,As far as I can tell there are only three kinds of lies: the...,197,484,1.136,247.41,142.54,88.42,2021-07-01,joshua728
4940104,"I don't want to live without your love, I don't want to face...",294,999,1.108,251.44,165.99,101.35,2021-07-01,joshua728
4940105,"Long ago, the world was nothing more than an endless sea clo...",303,813,0.97,225.92,132.5,84.1,2021-07-01,joshua728
4940106,Every portrait that is painted with feeling is a portrait of...,256,818,1.017,239.96,134.32,87.35,2021-07-01,joshua728
4940107,"Trust me, Elend my boy. In this case, two large enemy armies...",271,875,0.999,232.15,141.95,87.71,2021-07-01,joshua728
4940108,It is believed that shortly after the Big Bang the early uni...,449,561,0.908,214.21,121.33,81.98,2021-07-01,joshua728
4940109,Words are flowing out like endless rain into a paper cup. Th...,219,874,0.997,206.7,140.56,86.22,2021-07-01,joshua728
4940110,"It's like I'm reading a book, and it's a book I deeply love,...",486,703,1.035,231.33,141.83,93.92,2021-07-01,joshua728
4940111,I don't want to play in your yard. I don't like you anymore....,256,962,1.06,240.36,159.64,96.17,2021-07-01,joshua728
4940112,I am completely convinced that there is a wealth of informat...,456,711,0.99,219.04,136.95,90.13,2021-07-01,joshua728
4940113,"Would you risk your life, now that you've drawn your pistol ...",148,405,1.04,270.94,120.88,77.6,2021-07-01,joshua728
4940114,"Bother me, tell me awful things. You know I love it when you...",109,297,1.166,278.06,180.35,116.29,2021-07-01,joshua728
4940115,I don't know which option you should choose. I could never a...,250,932,1.06,240.31,145.52,90.81,2021-07-01,joshua728
4940116,Are you afraid of other people? I know that by keeping other...,354,775,1.029,231.31,144.04,93.6,2021-07-01,joshua728
4940117,"If you are observing someone you naturally dislike, or who r...",316,843,0.999,235.25,139.37,88.34,2021-07-01,joshua728
4940118,Every new medium transforms the nature of human thought. In ...,135,167,1.045,256.98,104.4,81.09,2021-07-01,joshua728
4940119,Crazy how I love the same block that tried to break me. Pray...,264,958,1.037,229.7,147.55,91.07,2021-07-01,joshua728
4940120,I imagine death so much it feels more like a memory. Is this...,322,822,0.979,216.51,134.48,87.41,2021-07-01,joshua728
4940121,Life is nothing how he expected it would be when he was youn...,165,466,1.116,268.8,126.39,83.04,2021-07-01,joshua728
4940122,I don't like the terms good person or bad person because it'...,204,1051,1.109,233.77,163.73,98.44,2021-07-01,joshua728
4940123,We love what we love. Reason does not enter into it. In many...,289,749,0.99,237.93,139.07,86.72,2021-07-01,joshua728
4940124,I used to want to save the world. To end the war and bring p...,436,739,1.046,240.98,143.21,95.6,2021-07-01,joshua728
4940125,Faces slide by in glowing shadows. Like snowbound ghosts tha...,265,815,0.95,178.43,129.63,81.47,2021-07-01,carlibou
4940126,"In Vinheim, I was an assassin. A sorcerer only in name, a ki...",277,721,0.92,200.35,129.11,80.29,2021-07-01,joshua728
4940127,You may think your only choices are to swallow your anger or...,210,967,1.081,210.39,152.1,94.0,2021-07-01,keegant
4940128,"My name is Gideon, and I'm about to die. I was born on a wor...",798,340,0.961,212.25,128.73,99.44,2021-07-01,joshua728
4940129,"No, I don't wanna spend any money, you guys. Let's just do s...",179,401,0.957,252.23,105.33,69.18,2021-07-01,joshua728
4940130,"Sometimes things happen to you that may seem horrible, painf...",230,1026,1.041,206.96,150.44,90.45,2021-07-01,joshua728
4940131,Sometimes people have to do things that just seem right. Tha...,299,1012,1.118,243.11,160.73,98.66,2021-07-01,joshua728
4940132,"For this reason, it is to be expected that one or more natio...",402,736,0.964,205.12,124.4,82.62,2021-07-01,joshua728
4940133,"Like roses, we're only here for a moment. Ashes to ashes, mo...",269,827,1.01,194.8,144.72,89.45,2021-07-01,decompose
4940134,"I feel the sun on my face. I see trees all around me, the sc...",446,606,0.948,212.15,129.5,85.6,2021-07-01,joshua728
4940135,All seeds contain the tree they will become. In that seed is...,483,784,1.017,199.39,141.84,93.37,2021-07-01,arabianghosthaunting
4940136,The term hypersensitivity is used to denote inflammation tha...,304,745,0.924,218.22,124.85,79.04,2021-07-01,joshua728
4940137,"As I grew up, everything started getting grey and dull. I co...",318,747,0.991,237.11,135.79,87.03,2021-07-01,joshua728
4940138,"What is right? What is wrong? In this mixed up world, decidi...",286,856,1.028,232.66,143.26,90.08,2021-07-01,joshua728
4940139,You were red and you liked me 'cause I was blue. But you tou...,143,406,0.992,250.91,119.49,75.21,2021-07-01,joshua728
4940140,I got into show business because I love stories. They comfor...,377,837,1.061,227.31,147.6,92.12,2021-07-01,joshua728
4940141,Both the stack and the heap are parts of memory that are ava...,592,669,1.035,229.37,142.61,94.85,2021-07-01,joshua728
4940142,"Sometimes there are no words, no clever quotes to neatly sum...",289,927,1.063,236.66,152.23,93.77,2021-07-01,joshua728
4940143,"The universe is big, it's vast and complicated, and ridiculo...",233,861,1.012,198.89,141.28,88.38,2021-07-01,joshua728
4940144,All men dream: but not equally. Those who dream by night in ...,261,911,1.053,217.79,146.54,92.67,2021-07-01,joshua728
4940145,"Such dreary streets! Blocks of blackness, not houses, on eit...",243,818,1.012,227.92,138.69,86.69,2021-07-01,joshua728
4940146,"We must pass through solitude and difficulty, isolation and ...",291,840,1.031,195.27,142.11,89.73,2021-07-01,joshua728
4940147,"In a hole in the ground, there lived a hobbit. Not a nasty, ...",248,769,0.965,205.97,131.02,83.86,2021-07-01,joshua728
4940148,I remember what it was like to love you because I still do.,59,874,1.287,275.17,213.01,144.07,2021-07-01,joshua728
4940149,"Speak the speech, I pray you, as I pronounced it to you, tri...",398,634,0.949,226.95,125.2,83.31,2021-07-01,joshua728
4940150,"No matter how deep the night, it always turns to day eventua...",64,574,1.136,258.93,173.63,133.57,2021-07-01,joshua728
4940151,"Here, one of everything! No cheese, no crust, no pickles to ...",230,667,0.892,208.87,123.62,76.89,2021-07-01,joshua728
4940152,"Follow her down to a bridge by a fountain, where rocking hor...",324,855,0.997,222.55,137.85,88.28,2021-07-01,joshua728
4940153,"Tuesday afternoon, I'm just beginning to see. Now I'm on my ...",249,861,0.996,241.53,145.95,88.22,2021-07-01,joshua728
4940154,"If happiness had a form, what would it look like? It might b...",329,831,1.017,189.55,143.05,90.59,2021-07-01,keegant
4940155,The loneliest people are the kindest. The saddest people smi...,189,414,1.058,248.17,111.53,75.34,2021-07-01,joshua728
4940156,What's the difference between a king and his horse? And I'm ...,495,565,0.978,212.34,135.57,91.29,2021-07-01,joshua728
4940157,"When atomic fire consumed the earth, those who survived did ...",406,690,0.951,215.54,129.74,83.82,2021-07-01,joshua728
4940158,"Even though my life hasn't been all that great, I figure tha...",113,157,1.02,267.77,112.37,87.03,2021-07-01,joshua728
4940159,"You know, sometimes we're not prepared for adversity. When i...",432,702,1.008,227.5,138.28,92.29,2021-07-01,joshua728
4940160,"So you need to know things, even when you don't need to know...",287,1308,1.156,259.36,169.47,104.17,2021-07-01,joshua728
4940161,"The city was asleep. New York, the nervous, keyed-up city, w...",352,693,0.963,226.88,132.54,84.85,2021-07-01,joshua728
4940162,"Aspire to be like Mount Fuji, with such a broad and solid fo...",381,684,0.988,212.34,131.08,86.33,2021-07-01,joshua728
4940163,Have you ever heard of the Hedgehog's Dilemma? Hedgehogs hav...,298,768,0.974,238.62,129.97,82.63,2021-07-01,joshua728
4940164,Don't it make you sad to know that life is more than who you...,65,1130,1.209,328.7,240.23,139.05,2021-07-17,joshua728
4940165,"Then this ebony bird beguiling my sad fancy into smiling, by...",352,1930,0.865,208.27,129.75,75.31,2021-09-24,joshua728
4940166,"Walls have ears, doors have eyes, trees have voices, beasts ...",139,1155,1.042,255.63,121.82,70.91,2021-09-25,joshua728
4940167,"Say it once, say it twice, take a chance and roll the dice. ...",100,184,1.086,261.32,133.13,93.85,2021-09-25,joshua728
4940168,"This is Halloween, this is Halloween. Pumpkins scream in the...",232,2582,0.967,206.94,143.88,81.27,2021-09-24,joshua728
4940169,I am the one hiding under your bed. Teeth ground sharp and e...,159,1239,1.088,259.06,125.92,72.7,2021-09-25,joshua728
4940170,I sense there's something in the wind. That feels like trage...,285,3396,1.129,244.36,168.54,97.67,2021-09-24,joshua728
4940171,"You know, I think this Christmas thing is not as tricky as i...",334,2417,0.961,203.32,143.05,82.92,2021-09-24,joshua728
4940172,"Halloween is not only about putting on a costume, but it's a...",118,327,1.09,255.64,109.58,68.12,2021-09-25,joshua728
4940173,Tis the night - the night of the graves delight and the warl...,160,1215,1.096,259.88,132.81,75.6,2021-09-24,joshua728
4940174,"One, two, Freddy's coming for you. Three, four, better lock ...",165,954,0.917,216.84,105.15,61.83,2021-09-24,joshua728
4940175,"When the Jews return to Zion, and a comet rips the sky, and ...",234,2848,1.044,233.77,159.74,90.17,2021-09-24,joshua728
4940176,"And there shall be signs in the sun, and in the moon, and in...",304,2954,1.092,229.52,156.96,92.83,2021-09-24,joshua728
4940177,"If I touch a burning candle, I can feel no pain. In the ice ...",300,3103,1.1,240.82,169.77,96.58,2021-09-24,joshua728
4940178,I was a bride. My dreams were taken from me. But now - now I...,136,330,1.057,245.52,113.41,68.91,2021-09-25,joshua728
4940179,"But first, A toast, to Emily. Always the bridesmaid, never t...",137,300,0.944,234.32,95.29,60.25,2021-09-25,joshua728
4940180,With this hand I will lift your sorrows. Your cup will never...,188,1182,1.097,239.19,120.91,74.12,2021-09-25,joshua728
4940181,"Hear ye, hear ye! Victor Van Dort seen last night on the bri...",212,2404,0.94,210.72,140.02,79.76,2021-09-24,joshua728
4940182,"Science is not good or bad Victor, but it can be used both w...",104,141,1.035,258.76,101.54,80.89,2021-09-25,joshua728
4940183,"I was doing my experiment, my project, and the first time it...",171,1289,1.102,240.62,128.19,74.97,2021-09-25,joshua728
4940184,"Back home, everyone is scientist. Even my plumber wins Nobel...",166,1070,0.955,235.85,109.81,64.82,2021-09-25,joshua728
4940185,Ladies and gentlemen. I think the confusion here is that you...,477,2195,1.013,214.59,149.78,89.85,2021-09-25,joshua728
4940186,"Each year, the Great Pumpkin rises out of the pumpkin patch ...",307,2868,1.034,238.76,154.86,88.03,2021-09-24,joshua728
4940187,"All you have to do is walk up to a house, ring the doorbell,...",86,288,1.081,269.45,156.09,101.2,2021-09-25,joshua728
4940188,"On Halloween night, the Great Pumpkin rises from his pumpkin...",134,267,1.003,232.24,93.93,62.3,2021-09-25,joshua728
